CustomerID,Name,DOB,Gender,Country,Segment,CustomerSince
CUST0370,Customer Name 370,1996-12-18,M,Germany,Corporate,2024-05-04
CUST0371,Customer Name 371,1980-08-02,F,UK,VIP,2015-01-02
CUST0372,Customer Name 372,2001-08-16,Other,India,Corporate,2016-07-18
CUST0373,Customer Name 373,2004-07-02,M,India,Youth,2025-04-12
CUST0374,Customer Name 374,1995-12-29,F,France,VIP,2025-07-13
CUST0375,Customer Name 375,1960-07-13,Other,Canada,VIP,2025-11-05
CUST0376,Customer Name 376,2005-06-12,F,Germany,Retail,2020-03-07
CUST0377,Customer Name 377,1997-09-27,F,USA,SME,2023-08-25
CUST0378,Customer Name 378,1980-05-16,M,Germany,VIP,2024-07-26
CUST0379,Customer Name 379,2005-02-21,Other,UK,Retail,2018-07-09
CUST0380,Customer Name 380,1967-01-18,F,France,SME,2022-10-05
CUST0381,Customer Name 381,1969-02-19,M,Singapore,Retail,2020-10-18
CUST0382,Customer Name 382,1977-12-30,F,Germany,Corporate,2021-03-07
CUST0383,Customer Name 383,1967-11-08,F,Singapore,Corporate,2015-12-04
CUST0384,Customer Name 384,1967-04-14,M,Australia,SME,2018-10-17
CUST0385,Customer Name 385,1997-08-24,F,Australia,Retail,2022-09-24
CUST0386,Customer Name 386,1970-07-30,M,Germany,Youth,2020-08-24
CUST0387,Customer Name 387,1978-07-14,Other,Germany,Retail,2024-07-12
CUST0388,Customer Name 388,1979-03-05,F,Canada,Youth,2025-07-18
CUST0389,Customer Name 389,2001-02-27,Other,UK,VIP,2025-03-16
CUST0390,Customer Name 390,1974-05-02,Other,Australia,VIP,2023-01-18
CUST0391,Customer Name 391,1983-05-02,F,Australia,VIP,2021-03-07
CUST0392,Customer Name 392,1973-11-08,M,USA,Retail,2022-09-12
CUST0393,Customer Name 393,2003-02-28,F,Australia,SME,2016-12-09
CUST0394,Customer Name 394,1977-12-18,F,Australia,Youth,2016-08-28
CUST0395,Customer Name 395,1994-05-24,M,USA,Retail,2018-10-09
CUST0396,Customer Name 396,1993-03-30,M,UK,VIP,2015-01-14
CUST0397,Customer Name 397,1977-02-01,F,India,Corporate,2020-10-22
CUST0398,Customer Name 398,1963-06-16,M,France,VIP,2021-01-15
CUST0399,Customer Name 399,1966-04-13,Other,Singapore,SME,2025-10-12
CUST0400,Customer Name 400,2003-03-01,M,UK,VIP,2019-12-20
CUST0401,Customer Name 401,1988-10-28,Other,Canada,SME,2024-04-26
CUST0402,Customer Name 402,1978-10-29,Other,USA,Corporate,2023-11-18
CUST0403,Customer Name 403,1962-12-31,Other,Canada,Youth,2021-05-12
CUST0404,Customer Name 404,1960-03-29,M,India,VIP,2016-10-22
CUST0405,Customer Name 405,1982-09-12,M,Singapore,SME,2015-10-12
CUST0406,Customer Name 406,1968-11-25,F,Singapore,Youth,2017-10-17
CUST0407,Customer Name 407,2003-05-10,M,Australia,Corporate,2023-05-18
CUST0408,Customer Name 408,1977-10-28,M,Germany,SME,2017-05-22
CUST0409,Customer Name 409,1970-12-30,Other,France,Corporate,2021-12-17
CUST0410,Customer Name 410,1990-01-24,M,Germany,Corporate,2016-10-26
CUST0411,Customer Name 411,1997-07-17,M,USA,Retail,2019-04-30
CUST0412,Customer Name 412,1989-02-07,Other,UK,Youth,2025-05-23
CUST0413,Customer Name 413,1998-03-03,M,Australia,Retail,2018-05-02
CUST0414,Customer Name 414,1960-08-28,Other,USA,Corporate,2018-03-11
CUST0415,Customer Name 415,1967-08-12,M,Canada,SME,2017-01-20
CUST0416,Customer Name 416,1965-02-13,M,India,VIP,2021-09-07
CUST0417,Customer Name 417,1970-02-21,F,Canada,Retail,2018-09-01
CUST0418,Customer Name 418,1997-02-15,M,USA,VIP,2022-10-10
CUST0419,Customer Name 419,1962-06-14,Other,India,Retail,2018-03-30
CUST0420,Customer Name 420,1985-02-14,M,Singapore,Youth,2020-09-30
CUST0421,Customer Name 421,1999-08-22,F,Canada,VIP,2016-10-31
CUST0422,Customer Name 422,1997-08-07,M,Germany,Retail,2022-01-19
CUST0423,Customer Name 423,1970-01-28,M,USA,Corporate,2015-10-16
CUST0424,Customer Name 424,1989-03-31,Other,USA,SME,2025-10-09
CUST0425,Customer Name 425,1968-09-02,F,Germany,Corporate,2025-01-06
CUST0426,Customer Name 426,1962-11-05,M,UK,Youth,2017-02-04
CUST0427,Customer Name 427,1980-12-22,M,France,Youth,2022-08-31
CUST0428,Customer Name 428,1984-10-24,Other,Germany,Retail,2022-10-13
CUST0429,Customer Name 429,1962-09-18,M,Singapore,Corporate,2025-01-09
CUST0430,Customer Name 430,1984-05-07,M,Singapore,VIP,2023-07-30
CUST0431,Customer Name 431,1974-04-18,M,Canada,Retail,2017-04-16
CUST0432,Customer Name 432,1976-12-24,F,Singapore,Retail,2023-06-27
CUST0433,Customer Name 433,2005-05-20,M,Germany,Corporate,2015-01-27
CUST0434,Customer Name 434,1966-12-29,Other,Australia,SME,2024-01-09
CUST0435,Customer Name 435,1984-01-25,F,UK,Youth,2015-10-29
CUST0436,Customer Name 436,1998-02-05,M,France,VIP,2024-05-30
CUST0437,Customer Name 437,1987-08-27,M,Canada,Youth,2022-05-13
CUST0438,Customer Name 438,2002-03-27,F,Singapore,Retail,2024-12-14
CUST0439,Customer Name 439,1970-07-08,M,Germany,SME,2023-03-20
CUST0440,Customer Name 440,1976-02-10,M,Canada,Retail,2023-08-25
CUST0441,Customer Name 441,1971-01-22,Other,USA,SME,2018-01-06
CUST0442,Customer Name 442,1972-01-18,F,France,Corporate,2024-11-04
CUST0443,Customer Name 443,1988-01-21,Other,Germany,Youth,2017-12-15
CUST0444,Customer Name 444,1961-09-08,M,Australia,Retail,2017-03-08
CUST0445,Customer Name 445,1972-03-16,Other,Canada,SME,2016-10-05
CUST0446,Customer Name 446,1982-08-09,M,India,SME,2021-08-04
CUST0447,Customer Name 447,1988-01-07,F,India,Retail,2025-03-20
CUST0448,Customer Name 448,2005-08-02,F,France,Youth,2025-04-24
CUST0449,Customer Name 449,1976-11-20,F,UK,Corporate,2020-06-22
CUST0450,Customer Name 450,1978-02-26,Other,India,Corporate,2023-07-30
CUST0451,Customer Name 451,1970-10-31,Other,UK,VIP,2021-07-18
CUST0452,Customer Name 452,1967-05-10,M,Canada,VIP,2022-02-14
CUST0453,Customer Name 453,1986-01-12,F,Canada,VIP,2025-05-12
CUST0454,Customer Name 454,1962-08-20,Other,Singapore,Youth,2019-03-23
CUST0455,Customer Name 455,1992-01-12,M,France,VIP,2019-08-28
CUST0456,Customer Name 456,1975-02-19,Other,Australia,VIP,2021-10-08
CUST0457,Customer Name 457,1973-07-31,M,USA,Youth,2020-10-31
CUST0458,Customer Name 458,1991-04-28,Other,Germany,VIP,2020-01-02
CUST0459,Customer Name 459,1983-10-17,Other,India,Corporate,2022-09-14
CUST0460,Customer Name 460,1980-10-07,Other,Australia,Retail,2017-04-08
CUST0461,Customer Name 461,1975-06-27,F,Singapore,Corporate,2017-05-08
CUST0462,Customer Name 462,1975-03-03,F,Germany,Corporate,2022-01-08
CUST0463,Customer Name 463,1961-08-11,Other,France,SME,2025-04-01
CUST0464,Customer Name 464,2004-11-30,M,Germany,Retail,2023-09-19
CUST0465,Customer Name 465,1973-02-21,M,USA,Corporate,2020-02-01
CUST0466,Customer Name 466,1987-02-11,F,Germany,Retail,2024-04-26
CUST0467,Customer Name 467,1982-05-03,F,France,Corporate,2020-05-04
CUST0468,Customer Name 468,1978-12-16,F,Australia,Youth,2024-06-01
CUST0469,Customer Name 469,1964-09-21,Other,USA,Youth,2025-10-05
CUST0470,Customer Name 470,1978-12-29,M,UK,VIP,2018-09-12
CUST0471,Customer Name 471,1983-11-23,F,Singapore,Youth,2018-06-02
CUST0472,Customer Name 472,2003-08-27,Other,Germany,Retail,2018-07-27
CUST0473,Customer Name 473,1994-08-31,F,Canada,SME,2025-08-14
CUST0474,Customer Name 474,1987-03-14,M,India,VIP,2019-12-11
CUST0475,Customer Name 475,1996-06-27,M,Germany,Corporate,2020-11-15
CUST0476,Customer Name 476,1982-07-14,F,UK,Youth,2017-04-04
CUST0477,Customer Name 477,1961-11-17,Other,Germany,VIP,2018-01-09
CUST0478,Customer Name 478,1967-11-06,M,France,Youth,2023-07-29
CUST0479,Customer Name 479,1977-10-10,M,Australia,VIP,2024-03-24
CUST0480,Customer Name 480,1972-02-25,M,Australia,Retail,2025-11-01
CUST0481,Customer Name 481,1999-07-05,F,Canada,Retail,2020-06-26
CUST0482,Customer Name 482,1978-01-24,Other,Singapore,Corporate,2016-12-18
CUST0483,Customer Name 483,1962-08-08,Other,Canada,VIP,2020-12-28
CUST0484,Customer Name 484,1967-05-18,Other,Singapore,SME,2024-07-25
CUST0485,Customer Name 485,2000-08-05,Other,France,Retail,2023-03-04
CUST0486,Customer Name 486,1989-07-28,Other,India,Corporate,2024-11-30
CUST0487,Customer Name 487,1983-07-11,F,Singapore,VIP,2024-09-15
CUST0488,Customer Name 488,1981-05-06,F,Australia,Corporate,2022-02-07
CUST0489,Customer Name 489,1989-09-11,Other,Australia,Retail,2024-01-31
CUST0490,Customer Name 490,2001-04-02,Other,UK,Corporate,2019-11-12
CUST0491,Customer Name 491,1994-10-20,F,Singapore,VIP,2022-03-09
CUST0492,Customer Name 492,1967-11-14,F,France,Youth,2015-03-21
CUST0493,Customer Name 493,1986-03-19,Other,UK,SME,2023-11-23
CUST0494,Customer Name 494,1999-03-28,Other,UK,Retail,2016-10-23
CUST0495,Customer Name 495,1972-12-07,F,USA,VIP,2015-06-07
CUST0496,Customer Name 496,1977-05-02,M,Australia,VIP,2021-06-24
CUST0497,Customer Name 497,1963-01-08,Other,Canada,Corporate,2017-06-22
CUST0498,Customer Name 498,1989-09-03,M,Canada,Retail,2015-11-26
CUST0499,Customer Name 499,1960-02-12,Other,France,Youth,2015-12-18
CUST0500,Customer Name 500,1995-05-19,Other,Singapore,Youth,2018-05-27
CUST0501,Customer Name 501,1996-08-22,Other,UK,SME,2019-07-17
CUST0502,Customer Name 502,2005-08-20,Other,Australia,SME,2017-09-27
CUST0503,Customer Name 503,1973-05-29,M,Singapore,Corporate,2019-11-16
CUST0504,Customer Name 504,1984-10-13,F,UK,Retail,2019-04-06
CUST0505,Customer Name 505,1989-05-07,F,Singapore,Youth,2017-06-28
CUST0506,Customer Name 506,1964-10-05,M,USA,Retail,2016-01-21
CUST0507,Customer Name 507,2005-03-14,F,Singapore,Corporate,2020-01-08
CUST0508,Customer Name 508,1982-06-21,F,Canada,Retail,2018-06-21
CUST0509,Customer Name 509,2002-05-28,F,India,Retail,2024-03-16
CUST0510,Customer Name 510,1981-05-12,F,Singapore,Retail,2015-07-20
CUST0511,Customer Name 511,2005-02-21,F,USA,Corporate,2021-02-06
CUST0512,Customer Name 512,1968-06-24,Other,Singapore,Corporate,2022-09-13
CUST0513,Customer Name 513,1980-06-08,M,Germany,Corporate,2016-09-28
CUST0514,Customer Name 514,1994-07-05,F,USA,Youth,2025-06-25
CUST0515,Customer Name 515,1981-01-17,F,India,VIP,2024-07-23
CUST0516,Customer Name 516,2005-05-19,F,Germany,Retail,2018-10-25
CUST0517,Customer Name 517,1987-10-16,Other,USA,SME,2024-07-19
CUST0518,Customer Name 518,1982-03-13,F,Australia,SME,2021-08-13
CUST0519,Customer Name 519,1987-05-20,F,UK,VIP,2019-01-16
CUST0520,Customer Name 520,1980-02-13,M,USA,Retail,2023-09-10
CUST0521,Customer Name 521,1997-09-22,Other,India,Retail,2019-11-23
CUST0522,Customer Name 522,1968-08-29,F,France,Retail,2015-10-19
CUST0523,Customer Name 523,1973-01-20,M,UK,Corporate,2021-06-29
CUST0524,Customer Name 524,1988-08-11,M,USA,Youth,2021-08-05
CUST0525,Customer Name 525,2005-03-31,M,UK,Corporate,2022-02-01
CUST0526,Customer Name 526,1985-10-19,M,Singapore,Retail,2020-04-26
CUST0527,Customer Name 527,1971-11-04,F,USA,VIP,2024-05-23
CUST0528,Customer Name 528,2001-11-19,M,Germany,Retail,2015-12-01
CUST0529,Customer Name 529,1998-09-23,Other,India,Retail,2015-03-22
CUST0530,Customer Name 530,1980-06-24,Other,Canada,Youth,2019-04-11
CUST0531,Customer Name 531,1987-08-20,F,Canada,Retail,2018-06-15
CUST0532,Customer Name 532,1997-04-15,M,India,Corporate,2025-07-23
CUST0533,Customer Name 533,1960-01-11,Other,France,SME,2022-07-16
CUST0534,Customer Name 534,1980-09-04,M,India,Youth,2018-11-02
CUST0535,Customer Name 535,1979-07-11,Other,Singapore,Youth,2025-10-13
CUST0536,Customer Name 536,1974-04-21,Other,India,Youth,2021-04-04
CUST0537,Customer Name 537,1989-04-02,Other,India,Retail,2025-01-04
CUST0538,Customer Name 538,1999-06-20,F,UK,Youth,2024-04-19
CUST0539,Customer Name 539,2001-04-13,Other,Canada,Youth,2025-04-07
CUST0540,Customer Name 540,2004-07-20,M,France,Corporate,2018-05-05
CUST0541,Customer Name 541,1981-12-05,F,UK,VIP,2018-04-17
CUST0542,Customer Name 542,1991-08-23,F,Canada,Corporate,2020-01-02
CUST0543,Customer Name 543,1990-01-23,Other,India,Corporate,2022-08-20
CUST0544,Customer Name 544,1990-02-01,F,Canada,VIP,2018-01-07
CUST0545,Customer Name 545,2005-12-22,Other,Australia,VIP,2016-04-07
CUST0546,Customer Name 546,1974-07-17,M,USA,Youth,2018-03-07
CUST0547,Customer Name 547,1994-10-14,F,USA,Corporate,2017-12-15
CUST0548,Customer Name 548,1992-03-14,Other,Germany,Retail,2023-09-28
CUST0549,Customer Name 549,1971-07-19,F,Singapore,SME,2017-01-11
CUST0550,Customer Name 550,2004-10-31,F,India,SME,2021-06-01
CUST0551,Customer Name 551,1965-10-08,M,India,SME,2015-09-10
CUST0552,Customer Name 552,1979-04-24,Other,Australia,Corporate,2022-04-16
CUST0553,Customer Name 553,1995-01-28,Other,Australia,VIP,2019-10-01
CUST0554,Customer Name 554,2005-03-05,M,Singapore,Youth,2024-06-20
CUST0555,Customer Name 555,2003-01-26,M,France,Youth,2019-06-30
CUST0556,Customer Name 556,2002-02-20,Other,Canada,SME,2017-03-19
CUST0557,Customer Name 557,1982-10-23,F,Germany,Youth,2017-09-26
CUST0558,Customer Name 558,1966-05-10,M,Australia,Retail,2024-12-07
CUST0559,Customer Name 559,1975-12-25,M,UK,Retail,2019-05-04
CUST0560,Customer Name 560,2005-10-13,F,USA,VIP,2015-02-05
CUST0561,Customer Name 561,1981-02-14,Other,India,Youth,2020-08-16
CUST0562,Customer Name 562,1975-04-15,F,USA,Corporate,2022-12-07
CUST0563,Customer Name 563,1973-07-20,M,Australia,Youth,2017-08-19
CUST0564,Customer Name 564,1970-01-10,F,Australia,Corporate,2015-09-06
CUST0565,Customer Name 565,1961-08-30,Other,UK,SME,2017-08-13
CUST0566,Customer Name 566,1963-02-22,M,UK,Corporate,2020-06-27
CUST0567,Customer Name 567,1976-08-29,F,USA,SME,2025-02-25
CUST0568,Customer Name 568,1992-05-01,Other,Singapore,Retail,2015-11-13
CUST0569,Customer Name 569,2001-08-06,Other,USA,Youth,2025-08-21
CUST0570,Customer Name 570,1964-12-15,Other,Australia,VIP,2025-06-22
CUST0571,Customer Name 571,1990-12-28,Other,USA,Youth,2020-02-15
CUST0572,Customer Name 572,1988-03-14,Other,India,SME,2023-05-07
CUST0573,Customer Name 573,2002-11-08,Other,Singapore,Youth,2024-09-28
CUST0574,Customer Name 574,1999-03-05,M,Australia,VIP,2024-05-11
CUST0575,Customer Name 575,1973-03-25,Other,Australia,SME,2021-02-03
CUST0576,Customer Name 576,1986-02-16,Other,USA,SME,2016-03-28
CUST0577,Customer Name 577,1993-08-22,Other,Canada,VIP,2020-05-29
CUST0578,Customer Name 578,1987-03-13,F,Germany,Youth,2023-12-09
CUST0579,Customer Name 579,1976-08-08,M,Australia,VIP,2018-09-28
CUST0580,Customer Name 580,1970-01-15,M,France,Corporate,2018-02-16
CUST0581,Customer Name 581,2004-08-23,F,France,Retail,2023-11-09
CUST0582,Customer Name 582,1960-05-17,Other,Australia,VIP,2016-02-28
CUST0583,Customer Name 583,1967-04-03,F,Germany,SME,2023-08-05
CUST0584,Customer Name 584,1988-12-06,F,Canada,Corporate,2017-09-17
CUST0585,Customer Name 585,1974-11-22,F,Australia,Retail,2022-01-28
CUST0586,Customer Name 586,1971-12-20,M,India,VIP,2024-03-28
CUST0587,Customer Name 587,1995-03-31,M,Germany,Retail,2024-02-20
CUST0588,Customer Name 588,1991-08-12,M,Germany,Youth,2021-11-11
CUST0589,Customer Name 589,1963-06-02,Other,USA,SME,2016-07-25
CUST0590,Customer Name 590,1997-12-06,Other,Canada,VIP,2020-12-11
CUST0591,Customer Name 591,1976-12-15,F,India,SME,2018-10-06
CUST0592,Customer Name 592,1968-04-04,M,Singapore,Corporate,2018-08-18
CUST0593,Customer Name 593,1991-01-23,M,USA,Corporate,2020-08-24
CUST0594,Customer Name 594,1969-01-27,Other,France,Retail,2020-08-19
CUST0595,Customer Name 595,1991-08-14,Other,India,Corporate,2021-02-19
CUST0596,Customer Name 596,2005-06-05,M,France,Corporate,2019-12-30
CUST0597,Customer Name 597,1996-02-22,M,India,VIP,2018-09-19
CUST0598,Customer Name 598,1998-01-13,Other,India,SME,2025-07-08
CUST0599,Customer Name 599,2000-07-09,Other,Canada,Retail,2024-01-10
CUST0600,Customer Name 600,1981-08-04,M,Germany,Corporate,2023-01-29
CUST0601,Customer Name 601,1990-02-12,F,India,SME,2024-07-20
CUST0602,Customer Name 602,2001-09-09,F,Canada,Youth,2015-02-24
CUST0603,Customer Name 603,1994-05-08,F,Singapore,VIP,2016-12-13
CUST0604,Customer Name 604,1989-01-14,F,Australia,Corporate,2020-11-20
CUST0605,Customer Name 605,1997-04-13,M,Australia,Corporate,2022-08-01
CUST0606,Customer Name 606,1990-05-06,F,Germany,Corporate,2019-02-02
CUST0607,Customer Name 607,1970-10-30,F,Canada,SME,2025-12-04
CUST0608,Customer Name 608,1992-04-20,Other,Singapore,VIP,2025-06-10
CUST0609,Customer Name 609,1990-08-17,F,USA,VIP,2025-07-26
CUST0610,Customer Name 610,1977-08-21,Other,India,SME,2019-02-24
CUST0611,Customer Name 611,1976-10-28,Other,India,Retail,2015-09-05
CUST0612,Customer Name 612,2003-05-24,M,Canada,VIP,2020-06-17
CUST0613,Customer Name 613,1978-11-14,M,India,SME,2021-06-27
CUST0614,Customer Name 614,1995-06-22,M,Australia,SME,2016-12-05
CUST0615,Customer Name 615,1992-12-22,M,Germany,Corporate,2021-07-25
CUST0616,Customer Name 616,2002-08-25,Other,Australia,SME,2019-05-14
CUST0617,Customer Name 617,1976-04-12,M,France,Corporate,2024-03-10
CUST0618,Customer Name 618,1978-09-08,Other,UK,Youth,2019-10-24
CUST0619,Customer Name 619,1989-12-07,M,Singapore,SME,2015-06-03
CUST0620,Customer Name 620,1965-04-09,F,France,VIP,2023-10-17
CUST0621,Customer Name 621,1979-06-11,F,UK,Corporate,2021-05-18
CUST0622,Customer Name 622,1975-12-16,Other,Australia,Youth,2023-10-01
CUST0623,Customer Name 623,1978-06-28,F,USA,Retail,2023-08-28
CUST0624,Customer Name 624,1982-11-08,F,Germany,Retail,2022-07-31
CUST0625,Customer Name 625,1981-10-03,Other,India,Retail,2023-04-13
CUST0626,Customer Name 626,1996-10-03,F,USA,Corporate,2015-09-30
CUST0627,Customer Name 627,1965-06-25,F,UK,SME,2020-01-16
CUST0628,Customer Name 628,1969-06-01,F,Australia,Corporate,2018-04-11
CUST0629,Customer Name 629,1970-04-06,M,Australia,Retail,2020-06-13
CUST0630,Customer Name 630,1975-09-27,Other,Singapore,SME,2023-09-29
CUST0631,Customer Name 631,1986-01-24,M,Australia,Youth,2016-05-26
CUST0632,Customer Name 632,1970-05-25,F,France,Retail,2016-08-19
CUST0633,Customer Name 633,1974-07-23,F,Germany,VIP,2017-11-06
CUST0634,Customer Name 634,1964-05-15,M,USA,SME,2024-02-25
CUST0635,Customer Name 635,1988-03-25,F,Australia,Corporate,2024-01-27
CUST0636,Customer Name 636,1987-09-26,Other,Australia,Corporate,2015-02-15
CUST0637,Customer Name 637,1982-07-08,Other,UK,VIP,2025-08-31
CUST0638,Customer Name 638,1996-12-03,Other,Singapore,Corporate,2016-02-11
CUST0639,Customer Name 639,1991-09-15,F,Australia,VIP,2018-08-02
CUST0640,Customer Name 640,1988-04-17,Other,Australia,Retail,2025-09-16
CUST0641,Customer Name 641,1964-03-27,Other,India,Retail,2018-08-17
CUST0642,Customer Name 642,1974-01-27,F,Australia,Corporate,2022-03-20
CUST0643,Customer Name 643,1988-08-03,M,France,SME,2016-10-07
CUST0644,Customer Name 644,1986-07-03,M,Germany,Corporate,2018-07-01
CUST0645,Customer Name 645,1999-09-30,F,India,Retail,2024-02-24
CUST0646,Customer Name 646,1961-04-30,Other,Singapore,SME,2022-05-28
CUST0647,Customer Name 647,1999-03-05,M,France,VIP,2016-03-24
CUST0648,Customer Name 648,1985-11-19,M,Germany,Retail,2017-08-13
CUST0649,Customer Name 649,1992-06-16,M,Germany,VIP,2015-05-28
CUST0650,Customer Name 650,1960-05-26,F,France,Youth,2022-10-24
CUST0651,Customer Name 651,1983-12-09,M,Singapore,SME,2020-08-23
CUST0652,Customer Name 652,1980-04-27,M,Singapore,Retail,2015-08-24
CUST0653,Customer Name 653,1986-07-16,F,UK,VIP,2016-06-27
CUST0654,Customer Name 654,1988-07-06,F,Singapore,VIP,2016-03-31
CUST0655,Customer Name 655,1996-08-16,F,France,VIP,2015-12-04
CUST0656,Customer Name 656,1997-03-01,M,Australia,Corporate,2018-01-11
CUST0657,Customer Name 657,2001-01-18,M,France,Corporate,2019-04-15
CUST0658,Customer Name 658,1975-01-03,F,France,Youth,2024-06-29
CUST0659,Customer Name 659,1993-03-23,Other,India,Youth,2016-03-13
CUST0660,Customer Name 660,1974-12-06,F,USA,VIP,2024-10-12
CUST0661,Customer Name 661,1978-07-28,M,Australia,Corporate,2018-11-15
CUST0662,Customer Name 662,1989-08-28,M,Canada,SME,2019-05-27
CUST0663,Customer Name 663,1993-01-17,F,USA,SME,2021-12-07
CUST0664,Customer Name 664,1961-12-22,Other,Germany,VIP,2021-08-08
CUST0665,Customer Name 665,1986-06-18,Other,India,Corporate,2022-09-04
CUST0666,Customer Name 666,1982-11-15,M,Germany,SME,2025-09-21
CUST0667,Customer Name 667,2005-07-07,Other,Canada,Corporate,2021-11-18
CUST0668,Customer Name 668,1987-07-07,Other,Australia,Youth,2022-05-14
CUST0669,Customer Name 669,1971-03-26,Other,France,VIP,2020-05-20
CUST0670,Customer Name 670,1991-10-22,F,Australia,VIP,2015-04-15
CUST0671,Customer Name 671,1968-09-07,M,India,Corporate,2021-08-17
CUST0672,Customer Name 672,2002-05-06,F,Australia,Corporate,2017-01-05
CUST0673,Customer Name 673,1996-05-06,Other,Singapore,Retail,2024-02-06
CUST0674,Customer Name 674,1961-11-01,M,France,SME,2015-02-06
CUST0675,Customer Name 675,1986-10-24,F,Germany,Youth,2025-11-29
CUST0676,Customer Name 676,2000-04-11,M,Singapore,SME,2025-07-09
CUST0677,Customer Name 677,1998-05-29,F,Singapore,Retail,2016-01-28
CUST0678,Customer Name 678,2005-02-11,M,Singapore,Corporate,2024-12-17
CUST0679,Customer Name 679,1961-11-04,F,Canada,SME,2015-10-10
CUST0680,Customer Name 680,1965-09-17,Other,France,VIP,2016-03-27
CUST0681,Customer Name 681,2003-09-27,F,Canada,SME,2021-01-31
CUST0682,Customer Name 682,1989-03-02,Other,Canada,Corporate,2023-07-22
CUST0683,Customer Name 683,1969-03-26,F,Singapore,SME,2016-10-21
CUST0684,Customer Name 684,1991-06-02,Other,Canada,Retail,2019-12-06
CUST0685,Customer Name 685,1972-05-13,Other,USA,Youth,2020-02-16
CUST0686,Customer Name 686,1963-06-03,F,USA,Corporate,2025-04-27
CUST0687,Customer Name 687,1977-09-14,F,UK,VIP,2016-06-21
CUST0688,Customer Name 688,1985-10-18,M,USA,Retail,2019-10-16
CUST0689,Customer Name 689,1982-04-11,F,USA,Corporate,2022-06-12
CUST0690,Customer Name 690,1974-05-27,M,India,VIP,2021-06-28
CUST0691,Customer Name 691,1990-12-10,F,Canada,VIP,2021-09-21
CUST0692,Customer Name 692,1982-03-29,M,Australia,Corporate,2015-07-11
CUST0693,Customer Name 693,1982-12-19,Other,UK,Retail,2023-01-24
CUST0694,Customer Name 694,1985-10-19,F,Canada,VIP,2017-08-29
CUST0695,Customer Name 695,1978-12-08,Other,USA,Youth,2024-01-28
CUST0696,Customer Name 696,1988-09-08,F,Australia,Retail,2018-09-28
CUST0697,Customer Name 697,1977-03-02,M,Singapore,VIP,2017-04-27
CUST0698,Customer Name 698,1965-07-28,F,France,Corporate,2021-08-26
CUST0699,Customer Name 699,1992-01-02,M,USA,Corporate,2024-04-14
CUST0700,Customer Name 700,1961-04-26,M,Singapore,Retail,2020-01-07
CUST0701,Customer Name 701,1996-09-15,F,Singapore,VIP,2025-10-14
CUST0702,Customer Name 702,1963-07-18,Other,USA,VIP,2017-06-14
CUST0703,Customer Name 703,1983-10-25,F,USA,Retail,2020-01-27
CUST0704,Customer Name 704,1975-04-05,Other,India,Retail,2021-05-07
CUST0705,Customer Name 705,2004-03-29,M,USA,Retail,2015-03-11
CUST0706,Customer Name 706,1964-09-01,F,USA,Youth,2024-06-01
CUST0707,Customer Name 707,2004-05-08,F,Germany,Youth,2024-06-11
CUST0708,Customer Name 708,1962-09-27,Other,Germany,Youth,2017-05-28
CUST0709,Customer Name 709,1962-02-10,F,USA,Corporate,2017-02-04
CUST0710,Customer Name 710,1976-10-29,M,India,Youth,2015-09-17
CUST0711,Customer Name 711,1973-07-26,F,Canada,Youth,2015-02-01
CUST0712,Customer Name 712,1961-05-21,M,UK,Youth,2024-09-28
CUST0713,Customer Name 713,2002-04-13,M,UK,VIP,2025-02-24
CUST0714,Customer Name 714,1970-05-15,Other,Canada,SME,2021-09-14
CUST0715,Customer Name 715,1976-03-26,Other,Australia,Youth,2024-02-20
CUST0716,Customer Name 716,1968-08-03,M,Australia,Retail,2024-04-25
CUST0717,Customer Name 717,1992-03-23,Other,Germany,Youth,2016-06-12
CUST0718,Customer Name 718,2005-07-22,Other,France,SME,2020-03-08
CUST0719,Customer Name 719,1967-10-14,M,Germany,Corporate,2018-07-29
CUST0720,Customer Name 720,1998-05-18,F,India,Corporate,2020-11-06
CUST0721,Customer Name 721,1974-10-31,F,UK,Youth,2018-08-08
CUST0722,Customer Name 722,1991-08-24,Other,France,Retail,2022-01-08
CUST0723,Customer Name 723,1977-06-08,Other,India,Retail,2025-12-27
CUST0724,Customer Name 724,1985-02-06,M,Singapore,VIP,2023-09-20
CUST0725,Customer Name 725,1971-06-02,M,Australia,Retail,2017-06-04
CUST0726,Customer Name 726,2001-03-25,M,Australia,VIP,2017-09-27
CUST0727,Customer Name 727,2001-04-28,M,Germany,VIP,2018-02-17
CUST0728,Customer Name 728,1967-10-17,F,UK,Retail,2018-10-03
CUST0729,Customer Name 729,1971-02-22,M,USA,Retail,2025-06-30
CUST0730,Customer Name 730,1981-03-01,M,UK,VIP,2019-04-20
CUST0731,Customer Name 731,1967-05-10,Other,India,Corporate,2018-04-22
CUST0732,Customer Name 732,1999-05-19,M,India,Youth,2016-12-13
CUST0733,Customer Name 733,1961-09-30,Other,India,Corporate,2018-01-31
CUST0734,Customer Name 734,1981-03-24,M,Singapore,Retail,2024-08-26
CUST0735,Customer Name 735,1999-03-08,M,USA,SME,2015-12-04
CUST0736,Customer Name 736,1985-07-16,Other,USA,Retail,2024-05-03
CUST0737,Customer Name 737,1986-12-28,F,Canada,VIP,2022-11-06
CUST0738,Customer Name 738,1973-06-30,F,UK,SME,2025-12-19
